1	250.093	235.759	221.478	207.128	192.506	177.947	163.477	148.588	250.949	236.652	222.417	208.103	193.607	179.102	164.441	149.644	251.782	237.61	223.506	208.961	194.572	179.957	165.476	150.809	252.735	238.581	224.324	210.019	195.545	181.234	166.482	151.739	253.609	239.521	225.379	210.895	196.537	182.044	167.544	152.828	254.552	240.479	226.173	211.783	197.513	183.067	168.546	153.812	255.531	241.399	227.213	212.753	198.499	183.95	169.499	154.897	256.429	242.341	228.006	213.676	199.447	185.037	170.51	155.854	257.374	243.194	228.959	214.678	200.465	185.913	171.503	156.899	258.188	244.178	229.824	215.575	201.369	186.876	172.499	157.831	259.168	244.951	230.71	216.603	202.34	187.876	173.452	158.903	
2	250.096	235.76	221.49	207.118	192.5	177.935	163.477	148.629	250.991	236.664	222.449	208.116	193.586	179.018	164.426	149.644	251.755	237.608	223.512	208.967	194.58	180.022	165.477	150.8	252.729	238.605	224.315	209.986	195.553	181.17	166.482	151.741	253.606	239.514	225.353	210.919	196.544	181.985	167.548	152.797	254.55	240.471	226.171	211.749	197.522	183.076	168.557	153.829	255.528	241.412	227.199	212.764	198.489	183.967	169.517	154.898	256.43	242.325	227.985	213.682	199.45	184.979	170.557	155.866	257.395	243.204	228.965	214.684	200.46	185.917	171.494	156.904	258.211	244.191	229.796	215.58	201.379	186.848	172.499	157.854	259.132	244.909	230.7	216.604	202.362	187.853	173.466	158.909	
3	250.121	235.744	221.485	207.131	192.507	177.972	163.48	148.624	250.967	236.668	222.437	208.08	193.578	179.119	164.44	149.646	251.782	237.606	223.502	208.971	194.571	180.005	165.477	150.772	252.74	238.6	224.298	209.967	195.54	181.225	166.471	151.736	253.616	239.502	225.379	210.904	196.552	181.989	167.556	152.813	254.545	240.476	226.19	211.746	197.525	183.052	168.551	153.807	255.515	241.407	227.192	212.74	198.494	183.973	169.515	154.896	256.43	242.336	227.995	213.679	199.457	185.012	170.529	155.838	257.382	243.206	228.918	214.67	200.464	185.898	171.498	156.918	258.212	244.172	229.817	215.583	201.369	186.879	172.488	157.851	259.157	244.935	230.706	216.596	202.352	187.884	173.448	158.922	
4	250.074	235.733	221.499	207.135	192.506	177.932	163.457	148.61	250.972	236.671	222.424	208.093	193.611	179.081	164.431	149.64	251.756	237.62	223.501	209.006	194.553	180.016	165.479	150.778	252.722	238.563	224.295	209.94	195.547	181.226	166.472	151.73	253.608	239.514	225.358	210.886	196.51	182.003	167.555	152.813	254.545	240.466	226.188	211.755	197.518	183.096	168.534	153.835	255.519	241.405	227.182	212.751	198.498	183.97	169.504	154.916	256.421	242.316	227.993	213.684	199.444	185.016	170.495	155.838	257.379	243.2	228.942	214.682	200.458	185.909	171.509	156.911	258.194	244.15	229.818	215.568	201.38	186.851	172.506	157.854	259.121	244.941	230.696	216.602	202.327	187.846	173.465	158.901	
5	250.094	235.729	221.471	207.08	192.484	177.93	163.471	148.591	250.958	236.661	222.421	208.07	193.585	179.044	164.431	149.64	251.765	237.589	223.518	208.966	194.553	179.983	165.471	150.792	252.744	238.583	224.291	209.982	195.531	181.189	166.458	151.731	253.613	239.507	225.371	210.892	196.535	181.97	167.535	152.818	254.561	240.469	226.162	211.743	197.506	183.094	168.563	153.802	255.521	241.384	227.186	212.742	198.507	183.965	169.5	154.892	256.415	242.328	227.992	213.684	199.446	184.989	170.505	155.852	257.384	243.189	228.912	214.671	200.444	185.906	171.508	156.866	258.218	244.151	229.804	215.567	201.355	186.854	172.489	157.816	259.127	244.907	230.701	216.611	202.339	187.857	173.466	158.902	
6	250.105	235.752	221.476	207.141	192.497	177.939	163.463	148.617	250.94	236.672	222.412	208.104	193.59	179.063	164.448	149.64	251.793	237.614	223.509	208.974	194.592	179.994	165.499	150.788	252.738	238.572	224.298	209.952	195.561	181.2	166.452	151.721	253.608	239.515	225.36	210.898	196.54	182.004	167.538	152.807	254.555	240.469	226.167	211.744	197.501	183.064	168.556	153.801	255.516	241.397	227.183	212.743	198.512	183.94	169.501	154.911	256.42	242.318	227.954	213.686	199.449	185.006	170.53	155.846	257.38	243.199	228.915	214.664	200.485	185.92	171.499	156.9	258.223	244.119	229.798	215.57	201.367	186.842	172.477	157.827	259.129	244.913	230.714	216.599	202.346	187.858	173.461	158.888	
7	250.082	235.77	221.469	207.119	192.491	177.931	163.472	148.601	250.937	236.66	222.422	208.132	193.574	179.072	164.433	149.627	251.781	237.593	223.507	208.973	194.567	179.963	165.453	150.783	252.716	238.578	224.305	209.942	195.558	181.235	166.463	151.74	253.621	239.488	225.345	210.895	196.529	181.97	167.539	152.822	254.56	240.477	226.189	211.748	197.492	183.013	168.556	153.81	255.52	241.391	227.192	212.753	198.502	183.969	169.507	154.936	256.425	242.338	227.989	213.669	199.449	184.999	170.5	155.845	257.397	243.194	228.928	214.67	200.459	185.919	171.503	156.912	258.2	244.182	229.8	215.572	201.351	186.886	172.486	157.86	259.131	244.924	230.713	216.601	202.358	187.854	173.462	158.893	
8	250.085	235.754	221.486	207.165	192.512	177.983	163.478	148.608	250.961	236.663	222.437	208.09	193.595	179.077	164.439	149.62	251.787	237.611	223.512	208.998	194.549	180.017	165.484	150.82	252.73	238.576	224.326	209.962	195.531	181.194	166.497	151.717	253.604	239.508	225.378	210.901	196.544	181.976	167.534	152.834	254.546	240.455	226.193	211.719	197.509	183.075	168.561	153.796	255.525	241.389	227.193	212.769	198.501	183.966	169.5	154.904	256.442	242.327	228.006	213.699	199.427	185	170.517	155.821	257.391	243.216	228.938	214.677	200.465	185.886	171.5	156.923	258.215	244.208	229.801	215.582	201.362	186.854	172.487	157.874	259.131	244.941	230.687	216.594	202.365	187.87	173.444	158.893	
9	250.085	235.757	221.486	207.122	192.536	177.944	163.469	148.623	250.984	236.638	222.424	208.094	193.588	179.095	164.413	149.614	251.784	237.602	223.493	208.955	194.578	180.015	165.469	150.78	252.738	238.597	224.293	209.978	195.545	181.182	166.463	151.724	253.609	239.522	225.374	210.904	196.549	182.015	167.538	152.817	254.551	240.479	226.169	211.745	197.517	183.063	168.55	153.813	255.521	241.398	227.215	212.76	198.507	183.962	169.514	154.928	256.442	242.315	227.987	213.688	199.44	185	170.523	155.863	257.393	243.196	228.939	214.675	200.47	185.895	171.498	156.884	258.18	244.167	229.821	215.576	201.368	186.862	172.478	157.859	259.155	244.924	230.717	216.603	202.339	187.852	173.474	158.893	
10	250.105	235.752	221.484	207.152	192.526	177.964	163.448	148.626	250.974	236.662	222.441	208.081	193.572	179.119	164.418	149.611	251.77	237.614	223.506	208.956	194.561	179.971	165.475	150.78	252.722	238.575	224.295	209.979	195.554	181.226	166.474	151.741	253.608	239.507	225.365	210.871	196.525	181.999	167.547	152.804	254.562	240.471	226.188	211.755	197.512	183.054	168.543	153.809	255.526	241.385	227.194	212.742	198.537	183.969	169.507	154.913	256.427	242.332	227.951	213.678	199.437	185.004	170.514	155.862	257.375	243.219	228.95	214.663	200.456	185.898	171.512	156.91	258.185	244.181	229.81	215.587	201.363	186.85	172.497	157.841	259.158	244.928	230.704	216.593	202.352	187.866	173.466	158.895	
