1	226.432	228.221	229.896	231.644	233.351	235.083	236.779	238.408	244.371	246.125	247.825	249.54	251.279	252.972	254.59	256.235	262.306	263.956	265.709	267.457	269.117	270.749	272.407	274.072	280.267	281.922	283.616	285.301	286.95	288.628	290.284	291.908	298.214	299.849	301.543	303.237	304.858	306.484	308.162	309.722	316.241	317.838	319.488	321.167	322.715	324.372	325.984	327.641	334.247	335.808	337.437	339.06	340.696	342.345	343.931	345.497	352.322	353.852	355.464	357.044	358.627	360.23	361.772	363.419	370.346	371.9	373.495	375.118	376.657	378.254	379.797	381.425	388.478	390.031	391.595	393.125	394.647	396.263	397.752	399.414	406.603	408.183	409.641	411.305	412.779	414.378	415.868	417.483	
2	226.243	228.011	229.765	231.525	233.243	234.912	236.605	238.302	244.239	245.916	247.682	249.398	251.107	252.822	254.483	256.146	262.192	263.836	265.592	267.308	269.043	270.641	272.344	273.974	280.155	281.817	283.498	285.208	286.849	288.511	290.196	291.806	298.103	299.781	301.448	303.16	304.775	306.399	308.127	309.641	316.165	317.745	319.432	321.099	322.65	324.32	325.919	327.547	334.191	335.755	337.413	339.014	340.641	342.278	343.826	345.459	352.273	353.822	355.458	357.047	358.588	360.206	361.772	363.389	370.307	371.9	373.45	375.018	376.6	378.245	379.764	381.404	388.492	390.031	391.566	393.162	394.645	396.265	397.763	399.367	406.637	408.199	409.651	411.281	412.781	414.377	415.914	417.48	
3	226.026	227.776	229.591	231.364	233.124	234.765	236.477	238.119	243.965	245.765	247.535	249.256	250.973	252.681	254.343	256.083	261.981	263.71	265.444	267.203	268.854	270.52	272.228	273.839	279.964	281.689	283.404	285.105	286.748	288.421	290.043	291.71	297.986	299.663	301.344	302.979	304.658	306.318	308.021	309.591	316.019	317.681	319.353	321.017	322.57	324.198	325.795	327.48	334.093	335.688	337.337	338.946	340.565	342.192	343.809	345.396	352.232	353.776	355.399	357.012	358.566	360.154	361.709	363.338	370.302	371.84	373.442	375.005	376.572	378.219	379.723	381.382	388.468	390.015	391.568	393.108	394.632	396.204	397.721	399.345	406.637	408.23	409.667	411.254	412.775	414.362	415.877	417.463	
4	225.777	227.574	229.349	231.176	232.859	234.588	236.347	237.944	243.773	245.594	247.37	249.12	250.785	252.508	254.199	255.863	261.799	263.558	265.263	266.976	268.668	270.399	272.12	273.669	279.77	281.539	283.261	284.93	286.575	288.317	289.922	291.612	297.844	299.553	301.214	302.852	304.519	306.208	307.877	309.494	315.872	317.552	319.249	320.834	322.495	324.155	325.712	327.381	333.962	335.605	337.238	338.855	340.465	342.126	343.706	345.338	352.116	353.696	355.311	356.932	358.483	360.087	361.63	363.268	370.23	371.803	373.381	374.938	376.514	378.142	379.679	381.318	388.447	390.015	391.527	393.083	394.598	396.178	397.686	399.304	406.656	408.189	409.668	411.277	412.741	414.354	415.843	417.433	
5	225.521	227.339	229.183	230.89	232.656	234.415	236.11	237.762	243.552	245.342	247.13	248.859	250.589	252.323	253.996	255.697	261.613	263.349	265.099	266.778	268.519	270.2	271.902	273.554	279.599	281.349	283.056	284.754	286.466	288.184	289.773	291.455	297.696	299.401	301.091	302.711	304.381	306.005	307.721	309.398	315.759	317.437	319.141	320.73	322.36	324.042	325.601	327.268	333.893	335.523	337.15	338.721	340.379	341.938	343.593	345.232	352.039	353.619	355.229	356.839	358.415	359.981	361.545	363.187	370.206	371.733	373.338	374.861	376.429	378.013	379.605	381.223	388.428	389.946	391.498	393.058	394.548	396.138	397.627	399.25	406.661	408.186	409.639	411.277	412.718	414.305	415.766	417.401	
6	225.314	227.127	228.894	230.713	232.48	234.222	235.962	237.62	243.391	245.229	246.935	248.679	250.443	252.197	253.828	255.549	261.446	263.23	264.909	266.645	268.371	270.018	271.797	273.447	279.501	281.249	282.931	284.624	286.338	288.053	289.67	291.347	297.61	299.307	300.968	302.583	304.34	305.925	307.65	309.305	315.687	317.348	318.998	320.621	322.281	323.946	325.551	327.206	333.834	335.472	337.153	338.655	340.314	341.877	343.545	345.175	351.995	353.566	355.209	356.766	358.375	359.968	361.525	363.166	370.175	371.744	373.309	374.849	376.436	377.973	379.569	381.15	388.433	389.932	391.489	393.046	394.542	396.128	397.621	399.254	406.705	408.25	409.676	411.256	412.727	414.318	415.78	417.395	
7	225.144	226.89	228.74	230.54	232.349	234.072	235.838	237.503	243.209	244.992	246.784	248.531	250.303	252.022	253.727	255.449	261.327	263.032	264.772	266.517	268.277	269.932	271.696	273.381	279.373	281.082	282.801	284.497	286.227	287.943	289.583	291.279	297.43	299.21	300.879	302.513	304.252	305.835	307.538	309.204	315.594	317.275	318.912	320.567	322.247	323.862	325.497	327.179	333.781	335.405	337.026	338.599	340.257	341.841	343.485	345.122	351.939	353.549	355.204	356.76	358.34	359.926	361.494	363.122	370.189	371.729	373.318	374.826	376.432	377.953	379.514	381.17	388.486	390.006	391.51	393.051	394.539	396.139	397.61	399.23	406.727	408.264	409.741	411.287	412.755	414.325	415.826	417.416	
8	224.788	226.633	228.474	230.304	232.084	233.864	235.615	237.353	242.881	244.738	246.535	248.351	249.998	251.87	253.538	255.296	261.041	262.81	264.551	266.343	268.043	269.761	271.51	273.248	279.161	280.876	282.614	284.36	286.012	287.769	289.447	291.138	297.302	298.969	300.691	302.399	304.121	305.698	307.423	309.122	315.488	317.092	318.767	320.425	322.082	323.737	325.402	327.083	333.642	335.329	336.938	338.503	340.193	341.723	343.369	344.97	351.841	353.428	355.103	356.654	358.293	359.839	361.415	363.045	370.146	371.65	373.251	374.748	376.397	377.849	379.472	381.094	388.436	389.891	391.479	392.992	394.525	396.095	397.577	399.193	406.745	408.253	409.686	411.282	412.744	414.322	415.769	417.344	
9	224.503	226.367	228.246	229.98	231.862	233.585	235.414	237.204	242.629	244.49	246.286	248.069	249.833	251.606	253.382	255.135	260.794	262.55	264.346	266.096	267.829	269.559	271.353	273.08	278.912	280.662	282.439	284.167	285.811	287.577	289.31	290.955	297.148	298.804	300.515	302.232	303.894	305.563	307.251	308.889	315.319	316.956	318.601	320.311	321.902	323.579	325.259	326.865	333.522	335.228	336.783	338.407	340.055	341.625	343.277	344.866	351.734	353.346	354.943	356.528	358.16	359.706	361.323	362.87	370.056	371.596	373.188	374.704	376.28	377.776	379.376	380.939	388.418	389.884	391.432	392.942	394.458	396.043	397.499	399.118	406.722	408.273	409.679	411.271	412.731	414.255	415.711	417.318	
10	224.274	226.059	227.942	229.77	231.605	233.397	235.238	236.953	242.418	244.282	245.975	247.871	249.614	251.442	253.211	254.872	260.556	262.373	264.165	265.905	267.637	269.415	271.184	272.83	278.724	280.496	282.249	283.983	285.663	287.404	289.188	290.782	296.958	298.633	300.376	302.079	303.757	305.441	307.163	308.756	315.212	316.876	318.504	320.192	321.784	323.474	325.131	326.76	333.44	335.126	336.69	338.3	339.994	341.537	343.184	344.706	351.671	353.276	354.868	356.445	358.059	359.651	361.268	362.789	370.018	371.558	373.141	374.643	376.239	377.698	379.32	380.855	388.399	389.856	391.427	392.935	394.42	396.008	397.481	399.029	406.751	408.267	409.685	411.243	412.689	414.22	415.657	417.287	
